1,36492.44599579897
2,36492.44599579897
3,36492.44599579897
4,31482.21106464925
5,31482.21106464925
6,31482.21106464925
7,29019.633187863976
8,29019.633187863976
9,29019.633187863976
10,29019.633187863976
11,29019.633187863976
12,29019.633187863976
13,29019.633187863976
14,29019.633187863976
15,29019.633187863976
16,29019.633187863976
17,29019.633187863976
18,29019.633187863976
19,29019.633187863976
20,29019.633187863976
21,29019.633187863976
22,28204.00960881311
23,28204.00960881311
24,28204.00960881311
25,28204.00960881311
26,28204.00960881311
27,28204.00960881311
28,28204.00960881311
29,28204.00960881311
30,28204.00960881311
31,28204.00960881311
32,28204.00960881311
33,28204.00960881311
34,28204.00960881311
35,28204.00960881311
36,28204.00960881311
37,28204.00960881311
38,28204.00960881311
39,28204.00960881311
40,28204.00960881311
41,28204.00960881311
42,28204.00960881311
43,28204.00960881311
44,28204.00960881311
45,28204.00960881311
46,28204.00960881311
47,28204.00960881311
48,28204.00960881311
49,28204.00960881311
50,28204.00960881311
